owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-0183,"Grants for Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,4169799.02,2139901.74,45000000.00,0.00,0.00,0.00,0.00,51309700.76,45008042.00,2139901.74,6301658.76,48854350.70,51309700.76,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1114,"Vocational Rehabilitation Loans Program Account, Veterans Benefits Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Veterans housing,0.00,0.00,433512.83,0.00,0.00,0.00,0.00,433512.83,433512.83,0.00,0.00,433512.83,433512.83,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1119,"Veterans Housing Benefit Program Fund, Veterans Benefits Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Veterans housing,45306659.92,-268643.00,418454846.92,0.00,0.00,0.00,0.00,463492863.84,403071514.46,0.00,60421349.38,391803966.94,463492863.84,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1120,"Native American Veteran Housing Loan Program Account, Veterans Benefits Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Veterans housing,2276550.60,0.00,3232521.03,0.00,0.00,0.00,0.00,5509071.63,3232521.03,0.00,2276550.60,3232521.03,5509071.63,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1121,"Filipino Veterans Equity Compensation Fund, Benefits Programs, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,55620755.00,15000.00,0.00,0.00,0.00,0.00,0.00,55635755.00,9000.00,15000.00,55626755.00,9000.00,55635755.00,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1122,"Board of Veterans Appeals, Departmental Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,23039393.07,1479578.58,167248000.00,0.00,0.00,0.00,0.00,191766971.65,167735681.61,1479578.58,24031290.04,170556790.45,191766971.65,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-1123,"Veterans Electronic Health Record, Departmental Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,204796701.01,30592.06,1107000000.00,0.00,0.00,0.00,0.00,1311827293.07,1217701296.12,30592.06,94125996.95,511681456.74,1311827293.07,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4009,"Servicemen's Group Life Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,686305.81,0.00,0.00,0.00,0.00,1045140279.13,1045140279.13,1045826584.94,744342139.67,0.00,301484445.27,744342139.67,1045826584.94,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4010,"Veterans Reopened Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,79236517.27,122061.62,0.00,0.00,0.00,5174375.74,5174375.74,84532954.63,20333506.11,122061.62,64199448.52,22985421.51,84532954.63,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4012,"Service-Disabled Veterans Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,21629134.47,484754.97,0.00,0.00,0.00,171956561.74,171956561.74,194070451.18,172511321.98,484754.97,21559129.20,165822761.95,194070451.18,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4014,"Canteen Service Revolving Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,5028034.15,3041013.28,0.00,0.00,0.00,386292704.21,386292704.21,394361751.64,378582900.84,3041013.28,15778850.80,408114098.82,394361751.64,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4018,"Pershing Hall Revolving Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,2538543.13,0.00,0.00,0.00,0.00,407002.62,407002.62,2945545.75,107547.82,0.00,2837997.93,121700.58,2945545.75,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4025,"Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Veterans housing,747862.80,-150270.92,0.00,0.00,0.00,2452694.89,2452694.89,3050286.77,2087972.63,597591.88,962314.14,1383996.73,3050286.77,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4537,"Supply Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,199685655.56,99926614.44,0.00,0.00,0.00,1477700977.11,1477700977.11,1777313247.11,1399492871.22,99926614.44,377820375.89,1283676124.33,1777313247.11,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-4539,"Franchise Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,23229854.36,50535101.57,0.00,0.00,0.00,1014076857.55,1014076857.55,1087841813.48,1054486427.37,50535101.57,33355386.11,1093108202.20,1087841813.48,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-5287,"Medical Care Collections Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-5392,"National Cemetery Administration Facilities Operation Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,542490.01,0.00,124437.81,0.00,0.00,0.00,0.00,666927.82,0.00,0.00,666927.82,0.00,666927.82,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8129,"Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,1724083.81,0.00,238793.90,0.00,0.00,0.00,0.00,1962877.71,156560.41,0.00,1806317.30,156560.41,1962877.71,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8132,"National Service Life Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,0.00,5668773.22,591312044.16,0.00,0.00,32923191.59,32923191.59,629904008.97,629904008.97,5668773.22,0.00,726489154.33,629904008.97,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8133,"Post-Vietnam Era, Veterans Education Account, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",61697981.41,0.00,0.00,0.00,0.00,0.00,0.00,61697981.41,106306.83,0.00,61591674.58,106510.22,61697981.41,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8150,"United States Government Life Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,0.00,411277.71,488141.07,0.00,0.00,0.00,0.00,899418.78,899418.78,411277.71,0.00,506019.92,899418.78,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8180,"General Post Fund, National Homes, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,112024042.61,713469.63,26972456.13,0.00,0.00,0.00,0.00,139709968.37,21271509.64,713469.63,118438458.73,20298654.73,139709968.37,2020-02-14
Department of Veterans Affairs,Department of Veterans Affairs,FY2019Q4,036-8455,"Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,1101077483.13,319517.97,0.00,0.00,0.00,91018336.07,91018336.07,1192415337.17,200877420.62,319517.97,991537916.55,220901638.16,1192415337.17,2020-02-14
Equal Employment Opportunity Commission,Equal Employment Opportunity Commission,FY2019Q4,045-0100,"Salaries and Expenses, Equal Employment Opportunity Commission",Equal Employment Opportunity Commission,Administration of Justice,Federal law enforcement activities,4677114.70,1562505.62,379500000.00,0.00,0.00,0.00,0.00,385739620.32,381006060.42,4940880.63,4733559.90,374436192.68,385739620.32,2019-11-14
Equal Employment Opportunity Commission,Equal Employment Opportunity Commission,FY2019Q4,045-4019,"EEOC Education, Technical Assistance and Training Revolving Fund, Equal Employment Opportunity Commission",Equal Employment Opportunity Commission,Administration of Justice,Federal law enforcement activities,2223905.14,74154.48,0.00,0.00,0.00,5464811.15,5464811.15,7762870.77,4557888.59,74154.48,3204982.18,4700883.40,7762870.77,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0105,"Allowances and Office Staff for Former Presidents, General Services Administration",General Services Administration,General Government,Executive direction and management,1573114.87,-517042.15,4796000.00,0.00,0.00,0.00,0.00,5852072.72,4009485.48,4084.50,1842587.24,4008561.60,5852072.72,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0107,"Expenses, Presidential Transition, General Services Administration",General Services Administration,General Government,Executive direction and management,12971.19,799544.29,0.00,0.00,0.00,0.00,0.00,812515.48,0.00,799544.29,812515.48,61947.68,812515.48,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0108,"Office of Inspector General, General Services Administration",General Services Administration,General Government,General property and records management,19074431.51,-5333773.58,65000000.00,0.00,0.00,443063.40,443063.40,79183721.33,66282465.07,1005111.86,12901256.26,64852813.57,79183721.33,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0110,"Operating Expenses, General Services Administration",General Services Administration,General Government,General property and records management,13920184.32,-2550558.12,49440000.00,0.00,0.00,6194836.11,6194836.11,67004462.31,51641960.06,886429.01,15362502.25,53898302.04,67004462.31,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0401,"Expenses, Government-Wide Policy, General Services Administration",General Services Administration,General Government,General property and records management,33138935.97,-6575448.24,60000000.00,0.00,0.00,31270524.20,31270524.20,117834011.93,92552067.94,1097102.94,25281943.99,85080444.94,117834011.93,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0535,"Real Property Relocation, General Services Administration",General Services Administration,General Government,General property and records management,11380887.14,0.00,0.00,0.00,0.00,0.00,0.00,11380887.14,0.00,0.00,11380887.14,0.00,11380887.14,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0603,"Pre-Election Presidential Transition, General Services Administration",General Services Administration,General Government,Executive direction and management,5579829.28,1954.01,0.00,0.00,0.00,0.00,0.00,5581783.29,0.00,1954.01,5581783.29,0.00,5581783.29,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0610,"Civilian Board of Contract Appeals, General Services Administration",General Services Administration,General Government,General property and records management,273494.40,11514.33,9301000.00,0.00,0.00,45350.76,45350.76,9631359.49,8953142.54,11514.33,678216.95,8795255.05,9631359.49,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0614,"Asset Proceeds and Space Management Fund, General Services Administration",General Services Administration,General Government,General property and records management,5000000.00,0.00,25000000.00,0.00,0.00,0.00,0.00,30000000.00,0.00,0.00,30000000.00,0.00,30000000.00,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-0616,"Technology Modernization Fund, General Services Administration",General Services Administration,General Government,Other general government,88364372.81,-23206034.37,19300000.00,0.00,0.00,1138665.00,1138665.00,85597003.44,851957.61,7486.63,84745045.83,851957.61,85597003.44,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-4534,"Acquisition Services Fund, General Services Administration",General Services Administration,General Government,General property and records management,935918596.60,451324419.59,0.00,0.00,0.00,17441152149.70,17441152149.70,18828395165.89,17518168669.11,458075989.59,1310226496.78,15007641434.26,18828395165.89,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-4540,"Working Capital Fund, General Services Administration",General Services Administration,General Government,General property and records management,95536300.96,37105032.79,0.00,0.00,0.00,684454505.72,684454505.72,817095839.47,708691063.23,6333790.79,108404776.24,669476282.13,817095839.47,2019-11-14
General Services Administration,General Services Administration,FY2019Q4,047-4542,"Federal Buildings Fund, General Services Administration",General Services Administration,General Government,General property and records management,5093649180.11,114833552.41,211200000.00,0.00,0.00,11233100391.03,11233100391.03,16652783123.55,11155932314.10,114879063.90,5496850809.45,10903142717.44,16652783123.55,2019-11-14
