owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Transportation,Department of Transportation,FY2021P12,069-8374,"Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8375,"Alabama Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8376,"Kentucky Bridge Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8377,"Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8378,"Urban Highway Corridor and Bicycle Transportation Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8380,"Pennsylvania Toll Road Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8381,"Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8382,"Highway Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,7068247.36,0.00,0.00,0.00,0.00,0.00,0.00,7068247.36,0.00,0.00,7068247.36,0.00,7068247.36,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8386,"Mineola Grade Crossing, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,462.00,0.00,0.00,0.00,0.00,0.00,0.00,462.00,0.00,0.00,462.00,480751.00,462.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8390,"Metropolitan Planning Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8402,"Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8502,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,259980.07,0.00,0.00,0.00,0.00,0.00,0.00,259980.07,0.00,0.00,259980.07,0.00,259980.07,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8503,"Gifts and Bequests, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,4975937.98,4615.73,1272367.57,0.00,0.00,0.00,0.00,6252921.28,203568.69,4615.73,6049352.59,299099.21,6252921.28,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8547,"Special Studies, Services and Projects, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,4198.07,0.00,0.00,0.00,0.00,0.00,0.00,4198.07,0.00,0.00,4198.07,0.00,4198.07,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8548,"Gifts and Bequests, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,100000.00,100000.00,0.00,0.00,0.00,100000.00,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8552,"High-Speed Ground Transportation, Liquidation of Contract Authorization, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,29031.27,0.00,0.00,0.00,0.00,0.00,0.00,29031.27,0.00,0.00,29031.27,0.00,29031.27,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8632,"Equipment, Supplies, Etc., for Cooperating Countries, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,6708.74,0.00,0.00,0.00,0.00,0.00,0.00,6708.74,0.00,0.00,6708.74,0.00,6708.74,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-8634,"National Surface Transportation Finance Bureau, Highway Trust Fund Account, Transportation",Department of Transportation,Transportation,Ground transportation,26002657.36,177748041.55,379610369.31,0.00,835049469.38,0.00,835049469.38,1418410537.60,1022737021.81,177748041.55,395673515.79,1062335221.51,1418410537.60,2021-11-15
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0100,"Operations and Support, Office of the Secretary and Executive Management, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,9091269.25,3476328.64,188903370.00,0.00,0.00,14736387.75,14736387.75,216207355.64,205584890.85,3657328.64,10622464.79,186621680.46,216207355.64,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0101,"Counterterrorism Fund, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.35,0.00,0.35,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0102,"Department-Wide Technology Investments, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,226139728.06,245804.21,0.00,0.00,0.00,0.00,0.00,226385532.27,5753626.69,245804.21,220631905.58,6707853.50,226385532.27,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0110,"Office of the Secretary and Executive Management, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,1382421.50,-1132686.63,0.00,0.00,0.00,0.00,0.00,249734.87,246082.33,3373445.20,3652.54,40426.71,249734.87,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0111,"Office of the Under Secretary for Management, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,10850543.78,2350549.65,0.00,0.00,0.00,-2191176.13,-2191176.13,11009917.30,7111029.80,7543344.94,3898887.50,26369033.70,11009917.30,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0112,"Operations and Support, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,114557569.81,71207340.37,1405944020.00,0.00,0.00,201719091.96,201719091.96,1793428022.14,1767213545.48,71670733.12,26214476.66,1589911980.19,1793428022.14,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0113,"Office of the Chief Information Officer, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,42213665.67,15037098.10,0.00,0.00,0.00,-8040239.17,-8040239.17,49210524.60,501599.16,27690208.86,48708925.44,4181267.38,49210524.60,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0115,"Operations and Support, Intelligence, Analysis, and Operations Coordination, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,9173352.83,7989326.43,304407810.00,0.00,0.00,22443246.83,22443246.83,344013736.09,316370174.31,15223413.73,27643561.78,324234405.44,344013736.09,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0117,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,2517267.34,10181809.54,0.00,0.00,0.00,-202491.52,-202491.52,12496585.36,849806.97,12958459.95,11646778.39,4758105.33,12496585.36,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0200,"Operations and Support, Office of the Inspector General, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,13737618.68,4133293.83,190186000.00,0.00,0.00,11846074.11,11846074.11,219902986.62,210357132.47,7142698.67,9545854.15,209522404.67,219902986.62,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0300,"Operations and Support, U.S. Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,29747582.81,10510439.10,105047210.00,0.00,0.00,0.00,0.00,145305231.91,111947572.05,13893458.35,33357659.86,97921940.05,145305231.91,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0400,"Operations and Support, United States Secret Service, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,128338480.04,64486066.42,2383156707.00,0.00,0.00,30409280.33,30409280.33,2606390533.79,2480530448.93,108279722.72,125860084.86,2371142507.94,2606390533.79,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0401,"Procurement, Construction, and Improvements, United States Secret Service, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,44911739.00,591599.10,52955000.00,0.00,0.00,0.00,0.00,98458338.10,56330130.71,1825323.21,42128207.39,81930652.38,98458338.10,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0405,"Contribution for Annuity Benefits, United States Secret Service, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.00,0.00,270802226.00,0.00,0.00,0.00,0.00,270802226.00,268437995.98,0.00,2364230.02,266671967.24,270802226.00,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0406,"Procurement, Construction, and Improvements, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,185479256.58,6880743.21,204686000.00,0.00,0.00,0.00,0.00,397045999.79,158646085.95,6880743.21,238399913.84,128318992.66,397045999.79,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0407,"Procurement, Construction, and Improvements, United States Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,9761741.81,1252134.27,-8200000.00,0.00,0.00,0.00,0.00,2813876.08,1037083.10,2394034.27,1776792.98,2964716.90,2813876.08,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0408,"Federal Assistance, U.S. Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,444402.00,0.00,10000000.00,0.00,0.00,0.00,0.00,10444402.00,10000000.00,0.00,444402.00,7918761.89,10444402.00,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0410,"Procurement, Construction, and Improvements, Transportation Security Administration, Homeland Security",Department of Homeland Security,Transportation,Ground transportation,37078056.70,-2912645.25,131292000.00,0.00,0.00,0.00,0.00,165457411.45,162443586.81,587354.75,3013824.64,107766830.09,165457411.45,2022-02-14
