owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Transportation,Department of Transportation,FY2022P12,069-8107,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,2293392739.48,53961810.92,2892887500.00,0.00,0.00,67606013.12,67606013.12,5307848063.52,3021806705.28,85598038.59,2286041358.24,3127082638.01,5307848063.52,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8108,"Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,155266611.48,2750506.34,248519008.00,0.00,0.00,12198241.59,12198241.59,418734367.41,216193387.57,4250088.97,202540979.84,208762950.49,418734367.41,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8120,"Corridor Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8121,"Trust Fund Share of Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,0.00,0.00,27650000.00,0.00,0.00,0.00,0.00,27650000.00,27650000.00,151055.12,0.00,33299672.88,27650000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,130635307.52,19035259.80,0.00,0.00,496000000.00,0.00,496000000.00,645670567.32,533313621.48,19035259.80,112356945.84,357428071.14,645670567.32,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8159,"Motor Carrier Safety Operations and Programs, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,145847669.42,4591447.66,62976339.36,0.00,360000000.00,4208776.23,364208776.23,577624232.67,373327292.31,4611543.49,204296940.36,341171672.53,577624232.67,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8191,"Discretionary Grants, Liquidation of Contract Authorization, Highway Trust Fund, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,14852147.86,0.00,0.00,0.00,0.00,0.00,0.00,14852147.86,0.00,0.00,14852147.86,0.00,14852147.86,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8264,"Contributions for Highway Research Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2204050.76,0.00,544585.40,0.00,0.00,0.00,0.00,2748636.16,430943.59,0.00,2317692.57,20000.03,2748636.16,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8265,"Cooperative Work, Forest Highways, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3115092.83,0.00,0.00,0.00,0.00,0.00,0.00,3115092.83,0.00,0.00,3115092.83,0.00,3115092.83,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8304,"Payment to Air Carriers, Office of the Secretary, Transportation",Department of Transportation,Transportation,Air transportation,9506.70,0.00,350000000.00,0.00,0.00,0.00,0.00,350009506.70,342389423.00,0.00,7620083.70,297418471.00,350009506.70,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8309,"Right of Way Revolving Fund Program Account, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,12405136650.68,582937477.43,0.00,0.00,14448080557.82,0.00,14448080557.82,27436154685.93,11744244281.40,146886533.11,15691910404.53,7206487561.72,27436154685.93,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8362,"National Driver Register, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,413814.12,0.00,0.00,0.00,0.00,0.00,0.00,413814.12,0.00,0.00,413814.12,0.00,413814.12,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8371,"International Highway Transportation Outreach Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,266289.73,0.00,0.00,0.00,0.00,0.00,0.00,266289.73,0.00,0.00,266289.73,0.00,266289.73,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8381,"Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8382,"Highway Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,7068247.36,0.00,0.00,0.00,0.00,0.00,0.00,7068247.36,4940.72,0.00,7063306.64,343290.38,7068247.36,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8386,"Mineola Grade Crossing, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,462.00,0.00,0.00,0.00,0.00,0.00,0.00,462.00,0.00,0.00,462.00,0.00,462.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8402,"Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8502,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,259980.07,69029.30,0.00,0.00,0.00,0.00,0.00,329009.37,4948.91,69029.30,324060.46,0.00,329009.37,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8503,"Gifts and Bequests, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,6049352.59,6244.67,1024609.95,0.00,0.00,0.00,0.00,7080207.21,1063105.45,6244.67,6017101.76,472079.00,7080207.21,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8547,"Special Studies, Services and Projects, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,4198.07,0.00,0.00,0.00,0.00,0.00,0.00,4198.07,0.00,0.00,4198.07,0.00,4198.07,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8548,"Gifts and Bequests, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8552,"High-Speed Ground Transportation, Liquidation of Contract Authorization, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,29031.27,0.00,0.00,0.00,0.00,0.00,0.00,29031.27,0.00,0.00,29031.27,0.00,29031.27,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8632,"Equipment, Supplies, Etc., for Cooperating Countries, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,6708.74,0.00,0.00,0.00,0.00,0.00,0.00,6708.74,0.00,0.00,6708.74,0.00,6708.74,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8634,"National Surface Transportation Finance Bureau, Highway Trust Fund Account, Transportation",Department of Transportation,Transportation,Ground transportation,395673515.79,58193081.62,206245999.52,0.00,9701317.00,0.00,9701317.00,669813913.93,638936149.86,15394791.47,30877764.07,644309732.06,669813913.93,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0100,"Operations and Support, Office of the Secretary and Executive Management, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,10622464.79,10564138.55,352094780.00,0.00,0.00,19316925.20,19316925.20,392598308.54,333505227.80,11994848.68,59093080.74,246699168.29,392598308.54,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0101,"Counterterrorism Fund, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.35,0.00,0.35,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0102,"Department-Wide Technology Investments, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,220631905.58,580816.25,0.00,0.00,0.00,0.00,0.00,221212721.83,10905698.91,580816.25,210307022.92,6504266.30,221212721.83,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0110,"Office of the Secretary and Executive Management, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,3652.54,204376.28,0.00,0.00,0.00,0.00,0.00,208028.82,0.00,204376.28,208028.82,225368.49,208028.82,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0111,"Office of the Under Secretary for Management, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,3898887.50,2016180.77,0.00,0.00,0.00,0.00,0.00,5915068.27,1309160.20,3388323.62,4605908.07,13760602.83,5915068.27,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0112,"Operations and Support, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,26214476.66,30858464.59,1628329020.00,0.00,0.00,225430876.77,225430876.77,1910832838.02,1853532510.57,32501168.66,57300327.45,1721555610.73,1910832838.02,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0113,"Office of the Chief Information Officer, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,48708925.44,-1436197.95,-12628523.00,0.00,0.00,-23918240.48,-23918240.48,10725964.01,1296873.17,17644401.50,9429090.84,1690993.91,10725964.01,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0115,"Operations and Support, Intelligence, Analysis, and Operations Coordination, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,27643561.78,3135856.90,296329700.00,0.00,0.00,31780231.03,31780231.03,358889349.71,343377152.88,10366487.60,15512196.83,330746421.70,358889349.71,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0117,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,11646778.39,4740698.39,0.00,0.00,0.00,-2448084.06,-2448084.06,13939392.72,884677.95,10384537.60,13054714.77,1839313.29,13939392.72,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0200,"Operations and Support, Office of the Inspector General, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,9545854.15,1254881.49,212918117.00,0.00,0.00,13072348.61,13072348.61,236791201.25,222916047.34,4665595.14,13875153.91,226173972.16,236791201.25,2022-11-15
Department of Homeland Security,Department of Homeland Security,FY2022P12,070-0300,"Operations and Support, U.S. Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,33357659.86,1180468.77,379404027.00,0.00,0.00,0.00,0.00,413942155.63,329748917.99,4132972.93,84193237.64,218765221.09,413942155.63,2022-11-15
