owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Transportation,Department of Transportation,FY2020P12,069-0750,"Railroad Rehabilitation and Improvement Financing Program, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,25882721.16,523923.91,38821439.00,0.00,0.00,0.00,0.00,65228084.07,38821439.00,173923.91,26406645.07,38836839.00,65228084.07,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0758,"West Virginia Rail Development, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1119,"Urban Mass Transportation Fund, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1120,"Administrative Expenses, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2755898.39,338454.43,117000000.00,0.00,0.00,30241.15,30241.15,120124593.97,114231245.65,1393215.54,5893348.32,114677715.28,120124593.97,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1121,"Research, Training, and Human Resources, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,31635.19,0.00,0.00,0.00,0.00,0.00,0.00,31635.19,0.00,0.00,31635.19,0.00,31635.19,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1122,"Urban Discretionary Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1123,"Non-Urban Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1124,"Urban Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1125,"Job Access and Reverse Commute Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,309190.17,75600.00,0.00,0.00,0.00,0.00,0.00,384790.17,0.00,75600.00,384790.17,0.00,384790.17,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1126,"Waterborne Transportation Demonstration Project, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1127,"Interstate Transfer Grants-Transit, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1128,"Washington Metropolitan Area Transit Authority, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,4395954.07,17995.98,150000000.00,0.00,0.00,0.00,0.00,154413950.05,148500000.00,17995.98,5913950.05,178095302.00,154413950.05,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1129,"Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3363524.75,6781146.29,0.00,0.00,0.00,0.00,0.00,10144671.04,23323.10,6781146.29,10121347.94,15211961.39,10144671.04,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1134,"Capital Investments Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3761290207.23,28775179.08,1978000000.00,0.00,0.00,0.00,0.00,5768065386.31,2254398029.30,28775179.08,3513667357.01,2133870963.86,5768065386.31,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1136,"University Transportation Research, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1137,"Transit Research, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,9689547.37,1116049.69,0.00,0.00,0.00,0.00,0.00,10805597.06,2000103.20,1116049.69,8805493.86,8602335.18,10805597.06,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1140,"Public Transportation Emergency Relief Program, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1055820788.50,65744889.65,0.00,0.00,0.00,18700.00,18700.00,1121584378.15,708332015.53,65744889.65,413252362.62,801556343.94,1121584378.15,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1142,"Technical Assistance and Training, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,775547.14,97808.13,5000000.00,0.00,0.00,0.00,0.00,5873355.27,1900000.00,97808.13,3973355.27,5706747.35,5873355.27,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1301,"Operations, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,332943409.47,53185975.91,111000000.00,0.00,0.00,10656417918.97,10656417918.97,11153547304.35,10893805166.18,111523119.34,259742138.17,10706401771.32,11153547304.35,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1400,"Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,1676012.85,-113274.52,24215000.00,0.00,0.00,0.00,0.00,25777738.33,24044783.40,344986.34,1732954.93,23982384.81,25777738.33,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1401,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,13871632.49,303783.76,61000000.00,0.00,0.00,1060070.72,1060070.72,76235486.97,68947354.55,775492.99,7288132.42,61446893.01,76235486.97,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1710,"Ready Reserve Force, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,25878977.93,21648133.61,0.00,0.00,0.00,479650152.80,479650152.80,527177264.34,469358483.39,21648133.61,57818780.95,442226061.10,527177264.34,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1711,"Maritime Security Program, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,38411368.84,599193.55,300000000.00,0.00,0.00,0.00,0.00,339010562.39,292222761.13,599193.55,46787801.26,289215498.40,339010562.39,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1712,"State Maritime Academy Operations, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,615678260.21,4184236.84,343280000.00,0.00,0.00,0.00,0.00,963142497.05,699231790.80,1294952.58,263910706.25,175156047.43,963142497.05,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1713,"Port Infrastructure Development Program, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,292630000.00,0.00,225000000.00,0.00,0.00,0.00,0.00,517630000.00,559055.53,0.00,517070944.47,489978.18,517630000.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1730,"Research and Technology, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,23954786.81,735921.19,21000000.00,0.00,0.00,12149524.65,12149524.65,57840232.65,37403536.90,842970.73,20436695.75,22106538.25,57840232.65,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1750,"Operations and Training, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,177941572.80,2733628.89,155723000.00,0.00,0.00,10439981.50,10439981.50,346838183.19,181663531.83,7971785.34,165174651.36,147441436.61,346838183.19,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1752,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,35489534.62,30229.00,11284481.74,0.00,0.00,0.00,0.00,46804245.36,11284481.74,30229.00,35519763.62,11284481.74,46804245.36,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1768,"Ship Disposal, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,105017465.15,1772.04,5000000.00,0.00,0.00,0.00,0.00,110019237.19,18021200.18,1772.04,91998037.01,27287147.70,110019237.19,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1770,"Assistance to Shipyards, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,455942.39,650.70,20000000.00,0.00,0.00,0.00,0.00,20456593.09,19822097.64,650.70,634495.45,26008565.77,20456593.09,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1774,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",Department of Transportation,Transportation,Ground transportation,13504348.00,0.00,1192000000.00,0.00,0.00,0.00,0.00,1205504348.00,1190702463.56,0.00,14801884.44,1190124044.60,1205504348.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-1775,"National Network Grants to the National Railroad Passenger Corporation, Transportation",Department of Transportation,Transportation,Ground transportation,8712294.07,22772.42,1826000000.00,0.00,0.00,0.00,0.00,1834735066.49,1829752627.76,22772.42,4982438.73,1826045099.17,1834735066.49,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-2810,"Federal-State Partnership for Intercity Passenger Rail Grants, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,674465672.65,0.00,200000000.00,0.00,0.00,0.00,0.00,874465672.65,68038233.87,0.00,806427438.78,435992.85,874465672.65,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-2811,"Consolidated Rail Infrastructure and Safety Improvements Grants, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,770822766.91,28160.98,325000000.00,0.00,0.00,0.00,0.00,1095850927.89,210686172.76,28160.98,885164755.13,41404963.64,1095850927.89,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-2812,"Transit Infrastructure Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1282705290.00,2519.00,25510000000.00,0.00,0.00,0.00,0.00,26792707809.00,24007996327.84,2519.00,2784711481.16,12182603662.71,26792707809.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-2813,"Grants-In-Aid for Airports, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,10400000000.00,0.00,0.00,0.00,0.00,10400000000.00,10400000000.00,0.00,0.00,10400000000.00,10400000000.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-4089,"Great Lakes St. Lawrence Seaway Development Corporation Fund, Transportation",Department of Transportation,Transportation,Water transportation,36693509.20,232021.58,0.00,0.00,0.00,38776324.71,38776324.71,75701855.49,38816819.08,232021.58,36885036.41,35824743.08,75701855.49,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-4120,"Aviation Insurance Revolving Fund, Transportation",Department of Transportation,Transportation,Air transportation,2271071830.25,69170.00,0.00,0.00,0.00,32128683.68,32128683.68,2303269683.93,2780504.04,69170.00,2300489179.89,2429011.37,2303269683.93,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-4302,"War-Risk Insurance Revolving Fund, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,49637423.34,0.00,0.00,0.00,0.00,778504.28,778504.28,50415927.62,0.00,0.00,50415927.62,107500.00,50415927.62,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-4303,"Vessel Operations Revolving Fund, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,27077416.54,320126.70,0.00,0.00,0.00,69152.75,69152.75,27466695.99,5007346.96,320126.70,22459349.03,5941479.05,27466695.99,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-4520,"Working Capital Fund, Office of the Secretary,Transportation",Department of Transportation,Transportation,Other transportation,94358739.76,12491968.73,0.00,0.00,0.00,428647117.56,428647117.56,535497826.05,447045689.63,12491968.73,88452136.42,402847744.11,535497826.05,2020-11-16
