"Company","Parent","Penalty","Year","Date","Agency","Market_cap","Ticker","price","price_at_time","Market_cap_at_time","Penalty_scaled"
"ExxonMobil Pipeline Company","exxon mobil",6179634,2008,2008-12-10,"U.S. Attorney-District of Massachusetts",401020364344.262,"XOM",99.5999984741211,78.1999969482422,314857346870.868,1.96267740340658e-05
"DaVita Healthcare Partners, Inc. at al.","unitedhealth group",9596234,2023,2023-10-23,"U.S. Attorney-Eastern District of New York",477152997131.148,"UNH",513.22998046875,527.030029296875,489982985458.958,1.95848310753309e-05
"Lasalle Bank MidWest National Association","bank of america",6250000,2005,2005-12-30,"Office of the Comptroller of the Currency",228235527459.016,"BAC",32.9799995422363,46.189998626709,319654300977.086,1.95523726128372e-05
"Expedia","expedia group",325406,2019,2019-06-13,"Office of Foreign Assets Control",19909961065.5738,"EXPE",148.570007324219,124.220001220703,16646801278.4877,1.95476593104115e-05
"Wells Fargo Securities, LLC and Wells Fargo Prime Services, LLC","wells fargo",4e+06,2016,2016-12-21,"Financial Industry Regulatory Authority",180655509426.229,"WFC",49.4900016784668,56.0999984741211,204784268729.631,1.9532750366099e-05
"Wells Fargo Bank, National Association","wells fargo",4e+06,2015,2015-06-03,"Office of the Comptroller of the Currency",180655509426.229,"WFC",49.4900016784668,56.1800003051758,205076302899.242,1.95049352043629e-05
"CBS Stations Group of Texas","paramount global",215000,2020,2020-07-13,"Equal Employment Opportunity Commission",6488670081.96721,"PARA",13.3599996566772,22.9300003051758,11136617573.5889,1.93056822306518e-05
"CSX Transportation Inc.","csx",138600,2006,2006-09-29,"Federal Railroad Administration",68308821721.3115,"CSX",34.3899993896484,3.63111090660095,7212471996.84379,1.92167123921801e-05
"Merck","merck",1500000,2011,2011-09-28,"Environmental Protection Agency",302795834426.229,"MRK",118.879997253418,30.6679382324219,78113426663.5529,1.92028446845731e-05
"Bank of America Corp.","bank of america",930000,2011,2011-09-14,"Occupational Safety & Health Administration",228235527459.016,"BAC",32.9799995422363,7,48442956773.4548,1.91978372490593e-05
"BEECHCRAFT CORPORATION","textron",150000,2015,2015-08-31,"Federal Aviation Administration",16853277459.0164,"TXT",85.5500030517578,39.7099990844727,7822835869.01817,1.91746321297709e-05
"Federal Express Corporation","fedex",370000,2011,2011-12-06,"Bureau of Industry and Security",58064656557.377,"FDX",249.729995727539,83.1999969482422,19344809718.5938,1.91265773808239e-05
"Apache Corporation","apa corporation",446000,2007,2007-08-30,"Bureau of Safety and Environmental Enforcement",9697036885.2459,"APA",31.3700008392334,75.4599990844727,23326055942.1979,1.91202490941971e-05
"Facebook","meta platforms inc.",14250000,2021,2021-10-19,"Justice Department Civil Rights Division",871676470081.967,"META",390.700012207031,335.339996337891,748164768754.138,1.90466065700066e-05
"Exelon Corporation","exelon",4e+05,2012,2012-11-15,"Justice Department Antitrust Division",34182568852.459,"EXC",34.0800018310547,20.9486446380615,21011691585.4659,1.90370203357014e-05
"International Paper Inc.","international paper",347642,2017,2017-09-26,"Office of Federal Contract Compliance Programs",12593404918.0328,"IP",36.1800003051758,52.7178039550781,18349824377.9947,1.89452494388391e-05
"Navigators Insurance Company","hartford financial services",271815,2015,2015-08-06,"Office of Foreign Assets Control",26124861475.4098,"HIG",86.4199981689453,47.4700012207031,14350234117.1542,1.89415028201577e-05
"Goldman, Sachs & Co.","goldman sachs",1e+06,2014,2014-06-04,"Financial Industry Regulatory Authority",124355557377.049,"GS",379.399993896484,161.800003051758,53033025531.8858,1.88561748075028e-05
"AMERICAN AIRLINES INC","american airlines",325000,2007,2007-10-01,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,26.25,17243064331.0321,1.88481579469087e-05
"ONEOK NGL PIPELINE LLC","oneok",550400,2016,2016-10-12,"Pipeline and Hazardous Materials Safety Administration",40377327049.1803,"OKE",68.8600006103516,49.8199996948242,29212872544.8425,1.88410091871356e-05
"Union Pacific Railroad Company","union pacific",168425,2003,2003-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,14.602499961853,8947525054.49771,1.88236410598634e-05
"El Paso Electric","jpmorgan chase",3800000,2015,2015-06-24,"Environmental Protection Agency",495457747131.148,"JPM",170.5,69.75,202687260190.015,1.8748094953958e-05
"E. I. du Pont de Nemours and Co.","dupont de nemours",456678,2000,2000-01-28,"Office of Federal Contract Compliance Programs",27750625819.6721,"DD",64.1999969482422,56.4860191345215,24416237625.5045,1.87038644939697e-05
"Waste Management, Inc.","waste management inc.",204188,2001,2001-06-15,"National Labor Relations Board",67711132377.0492,"WM",183.800003051758,29.7299995422363,10952404249.9994,1.86432125165588e-05
"The Walt Disney Co.","walt disney",3800000,2017,2017-03-17,"Labor Department Wage and Hour Division",171980792622.951,"DIS",93.5,111.709999084473,205475659748.2,1.84936746505971e-05
"CVS Pharmacy Inc.","cvs health",1912500,2014,2014-09-05,"U.S. Attorney-Southern District of Texas",95779100819.6721,"CVS",74.1900024414062,80.3099975585938,103679998650.319,1.84461807956834e-05
"FAMILY DOLLAR STORES, INC./ FAMILY DOLLAR STORES OF OHIO, LLC/ FAMILY DOLLAR OPERATIONS, LLC/ DOLLAR TREE, INC./ DOLLAR TREE MANAGEMENT, LLC/ DOLLAR T","dollar tree",547587,2022,2022-02-10,"Occupational Safety & Health Administration",27318184836.0656,"DLTR",130.160003662109,141.600006103516,29719230414.0196,1.8425342526423e-05
"CHEVRON USA, INC.","chevron",4014665,2019,2019-03-07,"Environmental Protection Agency",255731292622.951,"CVX",144.919998168945,123.529998779297,217985693242.375,1.8417103160693e-05
"CONTINENTAL AIRLINES INC","united airlines holdings",150000,2011,2011-03-14,"Federal Aviation Administration",13457053688.5246,"UAL",40.8400001525879,24.7299995422363,8148700546.36802,1.84078429617661e-05
"Leidos Inc.","leidos",131612,2017,2017-06-28,"Office of Federal Contract Compliance Programs",15107893032.7869,"LDOS",110.160003662109,52.1500015258789,7152111642.34604,1.84018380279126e-05
"Southwest Airlines Co.","southwest airlines",150000,2013,2013-05-01,"Transportation Department Aviation Consumer Protection Division",18621681557.377,"LUV",31.1100006103516,13.6999998092651,8200483085.15214,1.8291605316715e-05
"LinkedIn Corp.","microsoft",5855841,2014,2014-08-04,"Labor Department Wage and Hour Division",3007351627049.18,"MSFT",402.559997558594,42.8600006103516,320188526809.866,1.82887283886886e-05
"Duke Energy Renewables Inc.","duke energy",1e+06,2013,2013-11-22,"U.S. Fish and Wildlife Service",73237086885.2459,"DUK",94.5400009155273,70.75,54807741135.5317,1.82455977801958e-05
"General Electric Company et al.","general electric",3500000,2017,2017-05-04,"Environmental Protection Agency",142141953688.525,"GE",129.929992675781,175.52392578125,192021204772.046,1.82271536320947e-05
"ExxonMobil","exxon mobil",6100000,2008,2008-12-17,"Justice Department Environment and Natural Resources Division",401020364344.262,"XOM",99.5999984741211,83.1399993896484,334747322867.494,1.82226998792597e-05
"Alfred C. Toepfer International, Inc.","archer daniels midland",4e+05,2015,2015-09-30,"Commodity Futures Trading Commission",28215540983.6066,"ADM",52.6300010681152,41.0200004577637,21991287869.549,1.81890211420439e-05
"American Express Centurion Bank","american express",250000,2009,2009-06-30,"Federal Deposit Insurance Corporation",107533520901.639,"AXP",185.820007324219,24,13888733182.1936,1.80002017981394e-05
"Comcast Corp.","comcast",7e+05,2004,2004-10-27,"Equal Employment Opportunity Commission",176791081967.213,"CMCSA",43.7999992370605,9.64000034332275,38910185400.6039,1.79901481525486e-05
"Entergy New Orleans, Inc","entergy",4e+05,2008,2008-03-11,"Federal Energy Regulatory Commission",20679886885.2459,"ETR",97.1999969482422,104.779998779297,22292578092.8355,1.79431916009999e-05
"UnitedHealthcare Medicare & Retirement","unitedhealth group",2498850,2016,2016-11-22,"Centers for Medicare & Medicaid Services",477152997131.148,"UNH",513.22998046875,150.410003662109,139837084303.481,1.78697232743846e-05
"AIR WISCONSIN AIRLINES CORPORATION","united airlines holdings",120000,2010,2010-05-28,"Federal Aviation Administration",13457053688.5246,"UAL",40.8400001525879,20.3899993896484,6718641417.00048,1.78607537673254e-05
"Wells Fargo Advisors, LLC","wells fargo",3500000,2017,2017-11-13,"Securities and Exchange Commission",180655509426.229,"WFC",49.4900016784668,53.810001373291,196424992536.374,1.78185064680701e-05
"Adobe Inc.","adobe systems",3e+06,2023,2023-04-13,"Justice Department Civil Division",277550653278.688,"ADBE",606.47998046875,369.890014648438,169277170744.513,1.77224134052184e-05
"Activision Blizzard Inc.","microsoft",3.5e+07,2023,2023-02-03,"Securities and Exchange Commission",3007351627049.18,"MSFT",402.559997558594,264.600006103516,1976712201159.05,1.7706168849202e-05
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","bank of america",4e+06,2019,2019-11-06,"Financial Industry Regulatory Authority",228235527459.016,"BAC",32.9799995422363,32.8199996948242,227128260931.596,1.76111945893192e-05
"Lowestfare.com","booking holdings",20000,2001,2001-09-06,"Transportation Department Aviation Consumer Protection Division",122681698360.656,"BKNG",3496.75,32.4000015258789,1136737603.22662,1.75942099066928e-05
"MERCK & CO., INC.","merck",1500000,2011,2011-11-17,"Environmental Protection Agency",302795834426.229,"MRK",118.879997253418,33.4828224182129,85283137510.9787,1.75884711066933e-05
"DOLLAR TREE STORES, INC.","dollar tree",415653,2019,2019-11-07,"Occupational Safety & Health Administration",27318184836.0656,"DLTR",130.160003662109,112.790000915527,23672541533.3356,1.75584442175201e-05
"FedEx","fedex",165000,2000,2000-08-18,"Federal Aviation Administration",58064656557.377,"FDX",249.729995727539,40.4375,9402112640.4881,1.75492473137861e-05
"Union Pacific Railroad Company","union pacific",157700,2004,2004-09-22,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,14.6774997711182,8993480382.30017,1.75349245560556e-05
"Dolgencorp LLC","dollar general",277565,2016,2016-09-19,"Equal Employment Opportunity Commission",28833372540.9836,"DG",130.669998168945,71.9100036621094,15867513232.321,1.74926591165287e-05
"Union Pacific Railroad Company","union pacific",157150,2004,2004-09-22,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,14.6774997711182,8993480382.30017,1.74737691438437e-05
"Hershey Foods Corporation","hershey",85000,2003,2003-02-27,"Federal Trade Commission",28574401229.5082,"HSY",189.309997558594,32.2400016784668,4866297371.93564,1.74670788699027e-05
"GUARDIAN PIPELINE LLC","oneok",135000,2006,2006-02-16,"Pipeline and Hazardous Materials Safety Administration",40377327049.1803,"OKE",68.8600006103516,13.2025909423828,7741581871.21768,1.74382964936294e-05
"Louisville Gas and Electric Co.","ppl corp.",350000,2009,2009-04-22,"Federal Energy Regulatory Commission",18796384426.2295,"PPL",25.4400005340576,27.1689376831055,20073812359.4085,1.74356516706184e-05
"Wachovia Securities, LLC and First Clearing, LLC","wells fargo",1100000,2009,2009-03-24,"Financial Industry Regulatory Authority",180655509426.229,"WFC",49.4900016784668,17.3299999237061,63260453796.5863,1.73884304329692e-05
"MCI Worldcom","verizon communications",3500000,2000,2000-06-06,"Federal Communications Commission",174437320491.803,"VZ",41.2799987792969,47.6641044616699,201414702320.801,1.73770830017435e-05
"Metropolitan Life Insurance Co.","metlife",375000,2004,2004-11-30,"Financial Industry Regulatory Authority",43547875819.6721,"MET",69.6800003051758,34.5811042785645,21612135881.667,1.73513623111218e-05
"Wells Fargo Clearing Services, LLC and Wells Fargo Advisors Financial Network, LLC","wells fargo",3400000,2017,2017-10-16,"Financial Industry Regulatory Authority",180655509426.229,"WFC",49.4900016784668,53.689998626709,195986941281.957,1.73480946116128e-05
"Comcast","comcast",2300000,2016,2016-10-11,"Federal Communications Commission",176791081967.213,"CMCSA",43.7999992370605,32.8899993896484,132754764367.141,1.73251785799507e-05
"Tyco Valves & Controls Middle East, Inc.","emerson electric",450905,2007,2007-02-02,"Office of Foreign Assets Control",54088008196.7213,"EMR",94.3899993896484,45.5299987792969,26089913794.8442,1.72827324592045e-05
"Varian, Inc.","agilent technologies",114958,2007,2007-03-09,"Office of Foreign Assets Control",38170727049.1803,"A",129.779998779297,22.7038631439209,6677631154.10659,1.72153863169432e-05
"Union Pacific Railroad Company","union pacific",160000,2002,2002-09-27,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,15.1899995803833,9307509137.36296,1.71904209427757e-05
"Regeneron Pharmaceuticals, Inc.","regeneron pharmaceuticals",506035,2014,2014-01-13,"Alcohol and Tobacco Tax and Trade Bureau",101847661885.246,"REGN",948.239990234375,274.380004882812,29470347436.4857,1.71709886044134e-05
"United Continental Holdings Inc.","united airlines holdings",270000,2014,2014-09-23,"Justice Department Civil Rights Division",13457053688.5246,"UAL",40.8400001525879,47.7900009155273,15747125506.6619,1.71459864142047e-05
"Western Refining Logistics LP","marathon petroleum",236602,2020,2020-05-07,"Pipeline and Hazardous Materials Safety Administration",72481548360.6557,"MPC",155.100006103516,29.5300006866455,13800000571.4427,1.71450717538097e-05
"Illinois Tool Works","illinois tool works",142000,2000,2000-04-24,"Bureau of Industry and Security",71165727459.0164,"ITW",258.600006103516,30.21875,8316083820.16551,1.70753449665415e-05
"JPMorgan Chase Bank, N.A.","jpmorgan chase",4600000,2017,2017-08-02,"Consumer Financial Protection Bureau",495457747131.148,"JPM",170.5,93.0299987792969,270336854022.31,1.70158079875427e-05
"Continental Airlines, Inc.","united airlines holdings",1e+05,2010,2010-05-10,"Transportation Department Aviation Consumer Protection Division",13457053688.5246,"UAL",40.8400001525879,17.8899993896484,5894874666.37328,1.69638890832472e-05
"Merrill Lynch","bank of america",1550000,2008,2008-12-31,"Equal Employment Opportunity Commission",228235527459.016,"BAC",32.9799995422363,13.2399997711182,91626390941.8327,1.69165235481553e-05
"FEDERAL EXPRESS CORP","fedex",360000,2012,2012-07-03,"Federal Aviation Administration",58064656557.377,"FDX",249.729995727539,91.5400009155273,21283941878.6565,1.69141600767576e-05
"SunAmerica Securities, Inc.","american international group",3e+05,2009,2009-03-23,"Financial Industry Regulatory Authority",48802115983.6066,"AIG",69.1600036621094,25.2000007629395,17782147121.1651,1.68708535564261e-05
"Citigroup","citigroup",1279106,2012,2012-12-27,"Financial Industry Regulatory Authority",102457683196.721,"C",53.2599983215332,39.5499992370605,76083391287.3592,1.68118951896998e-05
"US AIRWAYS INC","american airlines",50000,2009,2009-12-21,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,4.53000020980835,2975660382.37387,1.68029928066293e-05
"American Eagle Airlines, Inc.","american airlines",2e+05,2013,2013-07-23,"Transportation Department Aviation Consumer Protection Division",9150319672.13115,"AAL",13.9300003051758,18.1499996185303,11922347086.8771,1.67752203943248e-05
"PNC Investments","pnc financial services",250000,2009,2009-07-23,"Financial Industry Regulatory Authority",60149581147.541,"PNC",150.229995727539,37.4099998474121,14978339116.9925,1.6690769119814e-05
"American Airlines","american airlines",296000,2019,2019-09-30,"Office of Federal Contract Compliance Programs",9150319672.13115,"AAL",13.9300003051758,27.0100002288818,17742292248.6781,1.66833008864485e-05
"Smurfit-Stone Enterprises, Inc. (Fresno)","westrock",168564,2016,2016-05-17,"National Labor Relations Board",10418868032.7869,"WRK",40.7999992370605,39.6300010681152,10120092132.0812,1.66563701001934e-05
