"Company","Parent","Penalty","Year","Date","Agency"
"Standard Chartered Bank (Switzerland) SA, en liquidation","Standard Chartered",6337000,2015,2015-11-13,"Justice Department Tax Division"
"UBS AG","UBS",7.8e+08,2009,2009-02-18,"Justice Department Tax Division"
"Union Bancaire Privee","Union Bancaire Privee",1.87e+08,2016,2016-01-06,"Justice Department Tax Division"
"Vadian Bank AG",NA,4253000,2015,2015-05-08,"Justice Department Tax Division"
"Valiant Bank AG",NA,3304000,2015,2015-09-10,"Justice Department Tax Division"
"Wegelin & Co",NA,7.4e+07,2013,2013-01-03,"Justice Department Tax Division"
"Zuger Kantonalbank",NA,3798000,2015,2015-11-12,"Justice Department Tax Division"
"Fisher Sand & Gravel Inc.","Fisher Industries",1160000,2009,2009-05-29,"Justice Department Tax Division"
"Basler Kantonalbank",NA,60400000,2018,2018-08-28,"Justice Department Tax Division"
"Mirelis Holding S.A.",NA,10245000,2018,2018-07-27,"Justice Department Tax Division"
"NPB Neue Privat Bank",NA,5e+06,2018,2018-07-18,"Justice Department Tax Division"
"Zurich Life Insurance Company Ltd","Zurich Insurance",5115000,2019,2019-04-25,"Justice Department Tax Division"
"LLB Verwaltung",NA,10680554,2019,2019-08-05,"Justice Department Tax Division"
"Union Bancaire Privee, UBP SA","Union Bancaire Privee",1.4e+07,2020,2020-01-02,"Justice Department Tax Division"
"Coutts & Co Ltd.","NatWest Group PLC",27900000,2019,2019-12-20,"Justice Department Tax Division"
"Bank Hapoalim B.M. and Bank Hapoalim (Switzerland) Ltd.","Bank Hapoalim",616910000,2020,2020-04-30,"Justice Department Tax Division"
"Strachans SA",NA,5e+05,2020,2020-10-06,"Justice Department Tax Division"
"Swiss Life Holding AG et al.","Swiss Life Group",77374337,2021,2021-05-14,"Justice Department Tax Division"
"Banque Pictet et Cie SA",NA,122900000,2023,2023-12-04,"Justice Department Tax Division"
"JPMorgan Chase Bank N.A.","JPMorgan Chase",5e+07,2015,2015-03-03,"Justice Department U.S. Trustee Program"
"Deighan Law LLC dba UpRight Law",NA,314079,2021,2021-03-10,"Justice Department U.S. Trustee Program"
"McKinsey & Company, Inc.","McKinsey",1.5e+07,2019,2019-02-19,"Justice Department U.S. Trustee Program"
"Citibank N.A.","Citigroup",5e+06,2018,2018-09-24,"Justice Department U.S. Trustee Program"
"Law Solutions Chicago",NA,250000,2018,2018-02-13,"Justice Department U.S. Trustee Program"
"Wells Fargo Bank N.A.","Wells Fargo",81600000,2015,2015-11-05,"Justice Department U.S. Trustee Program"
"Kaye Scholer LLP",NA,1500000,2013,2013-02-15,"Justice Department U.S. Trustee Program"
"Capstone Advisory Group LLC",NA,1e+06,2013,2013-02-14,"Justice Department U.S. Trustee Program"
"Capital One Bank (USA) N.A.","Capital One Financial",2350000,2011,2011-01-18,"Justice Department U.S. Trustee Program"
"Nationstar Mortgage, LLC","Mr. Cooper Group",4e+07,2020,2020-12-07,"Justice Department U.S. Trustee Program"
"U.S. Bank National Association","U.S. Bancorp",2.9e+07,2020,2020-12-07,"Justice Department U.S. Trustee Program"
"PNC Bank, NA","PNC Financial Services",5e+06,2020,2020-12-07,"Justice Department U.S. Trustee Program"
"109th & First Avenue Corp.",NA,533466,2013,2013-08-15,"Labor Department Wage and Hour Division"
"130 Crabco NJ, LLC",NA,517327,2012,2012-12-31,"Labor Department Wage and Hour Division"
"3808 BOSTON ROAD CAR WASH INC",NA,449784,2013,2013-08-15,"Labor Department Wage and Hour Division"
"A & B Mail Transporting Service",NA,530000,2009,2009-09-30,"Labor Department Wage and Hour Division"
"A. Oseguera Company Inc",NA,845721,2012,2012-04-10,"Labor Department Wage and Hour Division"
"Abadin Plumbing & Heating Inc.",NA,651592,2008,2008-12-31,"Labor Department Wage and Hour Division"
"ABC Professional Tree Services, Inc.",NA,1801508,2006,2006-08-06,"Labor Department Wage and Hour Division"
"Able Security & Investigations, Inc.",NA,432042,2007,2007-05-14,"Labor Department Wage and Hour Division"
"A C J Construction Corp.",NA,691054,2011,2011-03-26,"Labor Department Wage and Hour Division"
"Adams Land & Cattle Co.",NA,537065,2011,2011-04-13,"Labor Department Wage and Hour Division"
"Adorn,LLC",NA,575965,2003,2003-04-15,"Labor Department Wage and Hour Division"
"ADS Trinity, LLC",NA,442102,2012,2012-12-23,"Labor Department Wage and Hour Division"
"Adventist Health System/Sunbelt Inc.","AdventHealth",973442,2004,2004-11-27,"Labor Department Wage and Hour Division"
"Aetna Inc","CVS Health",567403,2004,2004-11-01,"Labor Department Wage and Hour Division"
"Aggregate Industries - WRC, Inc","Holcim Group",550000,2006,2006-06-24,"Labor Department Wage and Hour Division"
"AGS Contract Field Teams",NA,503127,2011,2011-04-15,"Labor Department Wage and Hour Division"
"Aimco Pavilion G.P., L.L.C.",NA,730044,2005,2005-04-20,"Labor Department Wage and Hour Division"
"Airway Sheet Metal Company, Inc.",NA,525863,2005,2005-09-19,"Labor Department Wage and Hour Division"
"Ajilon Consulting",NA,466484,2004,2004-02-04,"Labor Department Wage and Hour Division"
"AKAL Security, Inc.","Akal Security",1148113,2005,2005-02-28,"Labor Department Wage and Hour Division"
"Akal Security, Inc.","Akal Security",608031,2005,2005-09-30,"Labor Department Wage and Hour Division"
"AKAL Security, Inc.","Akal Security",539456,2005,2005-09-30,"Labor Department Wage and Hour Division"
"Akal Security, Inc.","Akal Security",439920,2005,2005-09-05,"Labor Department Wage and Hour Division"
"Akzo Nobel Paints, LLC","PPG Industries",675392,2013,2013-04-07,"Labor Department Wage and Hour Division"
"Alameda County Medical Center",NA,873361,2007,2007-08-13,"Labor Department Wage and Hour Division"
"Alan Berman Trucking, Inc.",NA,825000,2007,2007-02-03,"Labor Department Wage and Hour Division"
"Alaniz, LLC",NA,655169,2015,2015-08-08,"Labor Department Wage and Hour Division"
"Albany County Nursing Home",NA,521387,2007,2007-09-27,"Labor Department Wage and Hour Division"
"Alegent Health","CommonSpirit Health",447027,2012,2012-12-01,"Labor Department Wage and Hour Division"
"Aleris International, Inc.","Aditya Birla Group",580326,2007,2007-09-01,"Labor Department Wage and Hour Division"
"Alianza Dominicana Inc.",NA,645438,2011,2011-07-09,"Labor Department Wage and Hour Division"
"All Native Services Co.",NA,507000,2017,2017-01-04,"Labor Department Wage and Hour Division"
"Alliance Environmental Systems Inc.",NA,569643,2009,2009-02-09,"Labor Department Wage and Hour Division"
"Alliance Mechanical Inc",NA,791210,2011,2011-04-16,"Labor Department Wage and Hour Division"
"Allied Foundation Specialists, Inc.",NA,682318,2015,2015-01-12,"Labor Department Wage and Hour Division"
"Allied Home Mortgage Capital Corporation","Americus Mortgage",1800282,2006,2006-05-23,"Labor Department Wage and Hour Division"
"Allied Protection Services, Inc.",NA,433040,2006,2006-06-18,"Labor Department Wage and Hour Division"
"Allstate Interiors Inc",NA,464804,2012,2012-01-24,"Labor Department Wage and Hour Division"
"Alltech International, Inc.",NA,617476,2008,2008-11-05,"Labor Department Wage and Hour Division"
"American Bindery Depot Inc",NA,690677,2010,2010-03-28,"Labor Department Wage and Hour Division"
"American Future Systems dba Progressive Business Publications",NA,1750000,2016,2016-01-04,"Labor Department Wage and Hour Division"
"American Hospitality Concepts, Inc.",NA,1080516,2004,2004-02-15,"Labor Department Wage and Hour Division"
"American Samoa Medical Center",NA,628115,2011,2011-09-30,"Labor Department Wage and Hour Division"
"American Top Quality Maintenance, Inc.",NA,450581,2012,2012-03-31,"Labor Department Wage and Hour Division"
"Angleton Danbury Hospital District",NA,674120,2014,2014-08-15,"Labor Department Wage and Hour Division"
"Angmar Medical Holdings, Inc.",NA,708918,2014,2014-05-02,"Labor Department Wage and Hour Division"
"AOC Senior Home Health Corporation",NA,604139,2012,2012-06-30,"Labor Department Wage and Hour Division"
"Apex Systems Inc.","ASGN Inc.",1095663,2011,2011-10-31,"Labor Department Wage and Hour Division"
"Apex Systems Inc.","ASGN Inc.",920225,2011,2011-10-31,"Labor Department Wage and Hour Division"
"Apollo Group, Inc","Apollo Education Group",2397193,2004,2004-06-01,"Labor Department Wage and Hour Division"
"Apollo Group, Inc","Apollo Education Group",2380428,2004,2004-06-05,"Labor Department Wage and Hour Division"
"Areawide Electronic Security Systems, Inc.",NA,477105,2003,2003-09-19,"Labor Department Wage and Hour Division"
"Arizona Pipeline Company",NA,749862,2009,2009-11-23,"Labor Department Wage and Hour Division"
"Asian Journal Publications, Inc.",NA,539918,2008,2008-10-15,"Labor Department Wage and Hour Division"
"Aspen Power, LLC",NA,485108,2011,2011-10-02,"Labor Department Wage and Hour Division"
"ASR International Corp.",NA,1341646,2006,2006-07-29,"Labor Department Wage and Hour Division"
"Associated Materials, LLC",NA,833107,2014,2014-05-31,"Labor Department Wage and Hour Division"
"Atlanta Erosion Consultants, LLC",NA,574487,2006,2006-03-19,"Labor Department Wage and Hour Division"
"Autoridad Anticrimen Antillana de Rapida Acci",NA,671625,2004,2004-05-29,"Labor Department Wage and Hour Division"
"B&B Corner Corporation",NA,952790,2006,2006-12-31,"Labor Department Wage and Hour Division"
"B & D Contracting, Inc.",NA,1660438,2012,2012-10-16,"Labor Department Wage and Hour Division"
"BAE Systems, Inc.","BAE Systems",438247,2012,2012-10-14,"Labor Department Wage and Hour Division"
"BAE Systems Technology Solutions&Services Inc","BAE Systems",587727,2009,2009-12-31,"Labor Department Wage and Hour Division"
"Ball Aerospace and Technologies Corp","Ball Corp.",976328,2007,2007-04-07,"Labor Department Wage and Hour Division"
"Bally Total Fitness Corporation",NA,754556,2006,2006-03-31,"Labor Department Wage and Hour Division"
"Bayport Construction Corp.",NA,471644,2011,2011-04-02,"Labor Department Wage and Hour Division"
"Beck Disaster Recovery, Inc.","Tetra Tech Inc.",646742,2010,2010-09-04,"Labor Department Wage and Hour Division"
"Beckman Coulter, Inc.","Danaher",1114492,2009,2009-11-27,"Labor Department Wage and Hour Division"
"Behavioral Systems Southwest, Inc.",NA,647361,2007,2007-03-17,"Labor Department Wage and Hour Division"
"Benitez Drywall LLC.",NA,1288484,2006,2006-11-20,"Labor Department Wage and Hour Division"
"Bergen Regional Medical Center L.P.",NA,449109,2015,2015-02-17,"Labor Department Wage and Hour Division"
"The Best Consulting Team, Inc",NA,718411,2001,2001-12-15,"Labor Department Wage and Hour Division"
"Big Ridge, Inc.","Peabody Energy",809993,2007,2007-04-16,"Labor Department Wage and Hour Division"
"Big Texan Steak Ranch, Inc.",NA,650000,2012,2012-02-16,"Labor Department Wage and Hour Division"
"Bloomberg L.P.","Bloomberg",547863,2013,2013-04-27,"Labor Department Wage and Hour Division"
"Bloomberg L.P.","Bloomberg",522683,2011,2011-07-01,"Labor Department Wage and Hour Division"
"Blue Chip Southwest LLC",NA,532707,2010,2010-04-17,"Labor Department Wage and Hour Division"
"Blue Telcom, Inc",NA,1275248,2013,2013-06-04,"Labor Department Wage and Hour Division"
"BLZ Electric Inc.",NA,425207,2008,2008-07-14,"Labor Department Wage and Hour Division"
"BMW Manufacturing Company, LLC","BMW",629869,2006,2006-03-26,"Labor Department Wage and Hour Division"
"Boston Hides & Furs, Ltd",NA,517362,2012,2012-05-05,"Labor Department Wage and Hour Division"
"Bottomley Properties of Nevada, LP",NA,868848,2012,2012-01-10,"Labor Department Wage and Hour Division"
"Bresnan Communications LLC","Charter Communications",483146,2011,2011-04-01,"Labor Department Wage and Hour Division"
"Brigham and Women's Hospital, Inc., The","Mass General Brigham",497357,2009,2009-03-21,"Labor Department Wage and Hour Division"
"Broadband Express, Inc.",NA,990523,2005,2005-03-07,"Labor Department Wage and Hour Division"
"Buck's Inc.",NA,420098,2014,2014-11-17,"Labor Department Wage and Hour Division"
"C/O WM Recycle America LLC",NA,636292,2006,2006-09-30,"Labor Department Wage and Hour Division"
"C & K Supply, Inc.",NA,433426,2010,2010-12-31,"Labor Department Wage and Hour Division"
"C & S Wholesale Grocers, Inc.","C&S Wholesale Grocers",779902,2007,2007-12-26,"Labor Department Wage and Hour Division"
"CAL Construction Co., Inc",NA,1300000,2010,2010-10-30,"Labor Department Wage and Hour Division"
"CallSource Inc.",NA,413634,2013,2013-10-31,"Labor Department Wage and Hour Division"
"CALNET, Inc.",NA,676699,2010,2010-07-24,"Labor Department Wage and Hour Division"
"Cambridge Behavioral Health Services, PLLC",NA,468322,2007,2007-05-09,"Labor Department Wage and Hour Division"
"Caradco Landlord LLC",NA,732041,2012,2012-06-23,"Labor Department Wage and Hour Division"
"Care Hawaii, Inc.",NA,409771,2006,2006-07-30,"Labor Department Wage and Hour Division"
"Careerbuilder.com",NA,524216,2006,2006-02-06,"Labor Department Wage and Hour Division"
"Carolina Trail Golf Partners, Inc.",NA,494319,2013,2013-11-22,"Labor Department Wage and Hour Division"
"Cascom, Inc.",NA,737133,2008,2008-08-19,"Labor Department Wage and Hour Division"
"Castro's Company DMC, Inc.",NA,664226,2006,2006-01-08,"Labor Department Wage and Hour Division"
"Causway Food Group Inc.",NA,495645,2011,2011-07-13,"Labor Department Wage and Hour Division"
"CCA of Tennessee, LLC","CoreCivic",8071861,2013,2013-11-30,"Labor Department Wage and Hour Division"
"Corrections Corporation of America","CoreCivic",674513,2002,2002-10-19,"Labor Department Wage and Hour Division"
"CDP Corporation, Inc",NA,1047998,2008,2008-01-06,"Labor Department Wage and Hour Division"
"CEMEX, Inc","Cemex",1886469,2008,2008-09-11,"Labor Department Wage and Hour Division"
"Centurion Air Cargo, Inc.",NA,604131,2014,2014-10-21,"Labor Department Wage and Hour Division"
"CFI SALES & MARKETING, LLC",NA,868444,2009,2009-05-07,"Labor Department Wage and Hour Division"
"CGI-AMS, Inc.","CGI Inc.",468422,2004,2004-09-30,"Labor Department Wage and Hour Division"
"Champaign Residential Services, Inc",NA,691984,2014,2014-05-03,"Labor Department Wage and Hour Division"
"Champion Windows and Doors LLC",NA,607310,2010,2010-03-01,"Labor Department Wage and Hour Division"
"Chestnut Petroleum Distrbutors, Inc.",NA,440178,2006,2006-06-01,"Labor Department Wage and Hour Division"
"Chevron Corporation","Chevron",1500000,2016,2016-09-08,"Labor Department Wage and Hour Division"
"Chickie's & Pete's","Chickie's & Pete's Inc.",6892412,2014,2014-02-20,"Labor Department Wage and Hour Division"
"Chickie's & Pete's, Inc.","Chickie's & Pete's Inc.",573058,2012,2012-12-31,"Labor Department Wage and Hour Division"
"China Super Buffet Phoenix Enterprises INC",NA,418937,2010,2010-01-03,"Labor Department Wage and Hour Division"
"Cigna - Columbus Claim","Cigna",566688,2004,2004-01-31,"Labor Department Wage and Hour Division"
"Cingular Wireless, LLC","AT&T",4711767,2007,2007-01-19,"Labor Department Wage and Hour Division"
"Cingular Wireless, LLC.","AT&T",462448,2004,2004-01-19,"Labor Department Wage and Hour Division"
"Cintas Fire Protection Services","Cintas",1300000,2017,2017-01-18,"Labor Department Wage and Hour Division"
"Circle 8 Fluid Services, Inc",NA,558952,2012,2012-07-09,"Labor Department Wage and Hour Division"
"CITGO REFINING AND CHEMICALS COMPANY, L.P.","PDVSA (Petroleos de Venezuela S.A.)",460853,2015,2015-03-05,"Labor Department Wage and Hour Division"
"Citigroup Technology Inc","Citigroup",1967689,2016,2016-08-04,"Labor Department Wage and Hour Division"
"CMA Services, Inc.",NA,1210012,2008,2008-04-01,"Labor Department Wage and Hour Division"
"Cognizant Technology Solutions","Cognizant Technology Solutions",509607,2008,2008-08-06,"Labor Department Wage and Hour Division"
"Comfort Systems of Virginia, Inc.","Comfort Systems USA",568792,2014,2014-11-16,"Labor Department Wage and Hour Division"
"Community Education Center Inc. and Essex County",NA,4800000,2016,2016-09-29,"Labor Department Wage and Hour Division"
"Compass Bank","PNC Financial Services",810122,2005,2005-08-27,"Labor Department Wage and Hour Division"
"Complete Automation, Inc.",NA,512724,2012,2012-05-21,"Labor Department Wage and Hour Division"
"Computech Corporation",NA,3472000,2005,2005-05-12,"Labor Department Wage and Hour Division"
"Computer Sciences Corporation","DXC Technology",1448506,2007,2007-11-30,"Labor Department Wage and Hour Division"
"Computing Techonologies, Inc.",NA,2577290,2013,2013-04-07,"Labor Department Wage and Hour Division"
"Consolidated Home Health Holdings, LLC",NA,797501,2009,2009-03-30,"Labor Department Wage and Hour Division"
"Convergys Government Solutions","TD Synnex",1277405,2010,2010-08-14,"Labor Department Wage and Hour Division"
"Corrections Corporation of America, a MD Corp","CoreCivic",710347,2006,2006-05-31,"Labor Department Wage and Hour Division"
"Council for Jewish Elderly",NA,417318,2013,2013-08-11,"Labor Department Wage and Hour Division"
"CPC Bucks County, LLC",NA,836234,2012,2012-12-31,"Labor Department Wage and Hour Division"
"CPC International, LLC","Chickie's & Pete's Inc.",653688,2012,2012-12-31,"Labor Department Wage and Hour Division"
"C.R. England, Inc.","C.R. England",1190646,2012,2012-06-30,"Labor Department Wage and Hour Division"
"Craig's Roustabout Service, Inc.",NA,625000,2008,2008-08-23,"Labor Department Wage and Hour Division"
"Crescent Directional Drilling, L.P.",NA,480431,2013,2013-08-31,"Labor Department Wage and Hour Division"
"Cullum Contracting Corp",NA,450949,2006,2006-12-18,"Labor Department Wage and Hour Division"
"CVR Energy, Incorporated","Icahn Enterprises",1792837,2011,2011-01-29,"Labor Department Wage and Hour Division"
"D & J Enterprises, Inc.",NA,847216,2006,2006-09-14,"Labor Department Wage and Hour Division"
"Dallas Co. Hospital District dba",NA,487970,2006,2006-01-17,"Labor Department Wage and Hour Division"
"Daniyal Enterprises LLC","Daniyal Enterprises",557263,2011,2011-12-31,"Labor Department Wage and Hour Division"
